RecordNumber,Zipcode,ZipCodeType,City,State,Lat,Long
1,704,STANDARD,PARC PARQUE,PR,17.96,-66.22
2,704,STANDARD,PASEO COSTA DEL SUR,PR,17.96,-66.22
3,704,STANDARD,SECT LANAUSSE,PR,17.96,-66.22
4,704,STANDARD,URB EUGENE RICE,PR,17.96,-66.22
5,704,STANDARD,URB GONZALEZ,PR,17.96,-66.22
6,704,STANDARD,URB LA FABRICA,PR,17.96,-66.22
7,704,STANDARD,URB MONTE SORIA 2,PR,17.96,-66.22
8,704,STANDARD,VILLAS DEL COQUI,PR,17.96,-66.22
9,705,STANDARD,AIBONITO,PR,18.14,-66.26
10,705,STANDARD,BDA SAN LUIS,PR,18.14,-66.26
11,705,STANDARD,BO LLANOS,PR,18.14,-66.26
12,705,STANDARD,BRISAS DE AIBONITO,PR,18.14,-66.26
13,705,STANDARD,COLINAS DE SAN FRANCISCO,PR,18.14,-66.26
14,705,STANDARD,EST DEL LLANO,PR,18.14,-66.26
15,705,STANDARD,EXT BELLA VISTA,PR,18.14,-66.26
16,705,STANDARD,EXT SAN LUIS,PR,18.14,-66.26
17,705,STANDARD,EXT VILLA ROSALES,PR,18.14,-66.26
18,705,STANDARD,REPTO ROBLES,PR,18.14,-66.26
19,705,STANDARD,URB BELLA VISTA,PR,18.14,-66.26
20,705,STANDARD,URB BUENA VISTA,PR,18.14,-66.26
21,705,STANDARD,URB GOLDEN VLG IV,PR,18.14,-66.26
22,705,STANDARD,URB LA PROVIDENCIA,PR,18.14,-66.26
23,705,STANDARD,VILLA DE LA ROSA,PR,18.14,-66.26
24,705,STANDARD,VILLA ROSALES,PR,18.14,-66.26
25,705,STANDARD,VILLAS DEL COQUI,PR,18.14,-66.26
26,610,STANDARD,ANASCO,PR,18.28,-67.14
27,610,STANDARD,BRISAS DE ANASCO,PR,18.28,-67.14
28,610,STANDARD,EST DE VALLE VERDE,PR,18.28,-67.14
29,610,STANDARD,JARD DE ANASCO,PR,18.28,-67.14
30,610,STANDARD,PASEO DEL VALLE,PR,18.28,-67.14
31,610,STANDARD,REPTO DAGUEY,PR,18.28,-67.14
32,610,STANDARD,URB SAN ANTONIO,PR,18.28,-67.14
33,611,PO BOX,ANGELES,PR,18.28,-66.79
34,612,STANDARD,ARECIBO,PR,18.45,-66.73
35,612,STANDARD,ALT DE JUNCOS,PR,18.45,-66.73
36,612,STANDARD,ALT DE SAN FELIPE,PR,18.45,-66.73
37,612,STANDARD,BDA DUHAMEL,PR,18.45,-66.73
38,612,STANDARD,BO EL PASAJE,PR,18.45,-66.73
39,612,STANDARD,BO ISLOTE,PR,18.45,-66.73
40,612,STANDARD,BO ISLOTE II,PR,18.45,-66.73
41,612,STANDARD,BO JAREALITOS,PR,18.45,-66.73
42,612,STANDARD,BO OBRERO,PR,18.45,-66.73
43,612,STANDARD,BO SANTANA,PR,18.45,-66.73
44,612,STANDARD,COMUNIDAD BUENOS AIRES,PR,18.45,-66.73
45,612,STANDARD,EST DE ARECIBO,PR,18.45,-66.73
46,612,STANDARD,EST DE BALSEIRO,PR,18.45,-66.73
47,612,STANDARD,EXT MARISOL,PR,18.45,-66.73
48,612,STANDARD,EXT TANAMA,PR,18.45,-66.73
49,612,STANDARD,EXT VILLA LOS SANTOS I,PR,18.45,-66.73
50,612,STANDARD,EXT VILLA LOS SANTOS II,PR,18.45,-66.73
51,612,STANDARD,HACIENDA TOLEDO,PR,18.45,-66.73
52,612,STANDARD,JARD DE ARECIBO,PR,18.45,-66.73
53,612,STANDARD,JARD DE SAN RAFAEL,PR,18.45,-66.73
54,612,STANDARD,PARC MATTEY,PR,18.45,-66.73
55,612,STANDARD,PARC NAVAS,PR,18.45,-66.73
56,612,STANDARD,PARC PEREZ,PR,18.45,-66.73
57,601,STANDARD,ADJUNTAS,PR,18.16,-66.72
58,601,STANDARD,COLINAS DEL GIGANTE,PR,18.16,-66.72
59,601,STANDARD,JARD DE ADJUNTAS,PR,18.16,-66.72
60,601,STANDARD,URB SAN JOAQUIN,PR,18.16,-66.72
61,631,PO BOX,CASTANER,PR,18.19,-66.82
62,631,PO BOX,ADJUNTAS,PR,18.19,-66.82
63,602,STANDARD,AGUADA,PR,18.38,-67.18
64,602,STANDARD,ALTS DE AGUADA,PR,18.38,-67.18
65,602,STANDARD,BO GUANIQUILLA,PR,18.38,-67.18
66,602,STANDARD,COMUNIDAD LAS FLORES,PR,18.38,-67.18
67,602,STANDARD,EXT LOS ROBLES,PR,18.38,-67.18
68,602,STANDARD,URB ISABEL LA CATOLICA,PR,18.38,-67.18
69,603,STANDARD,AGUADILLA,PR,18.43,-67.15
70,603,STANDARD,RAMEY,PR,18.43,-67.15
71,603,STANDARD,BDA CABAN,PR,18.43,-67.15
72,603,STANDARD,BDA ESTEVES,PR,18.43,-67.15
73,603,STANDARD,BO BORINQUEN,PR,18.43,-67.15
74,603,STANDARD,BO CEIBA BAJA,PR,18.43,-67.15
75,603,STANDARD,EXT EL PRADO,PR,18.43,-67.15
76,603,STANDARD,EXT MARBELLA,PR,18.43,-67.15
77,603,STANDARD,REPTO JIMENEZ,PR,18.43,-67.15
78,603,STANDARD,REPTO JUAN AGUIAR,PR,18.43,-67.15
79,603,STANDARD,REPTO LOPEZ,PR,18.43,-67.15
80,603,STANDARD,REPTO TRES PALMAS,PR,18.43,-67.15
81,603,STANDARD,SECT LAS VILLAS,PR,18.43,-67.15
82,603,STANDARD,URB BORINQUEN,PR,18.43,-67.15
83,603,STANDARD,URB EL PRADO,PR,18.43,-67.15
84,603,STANDARD,URB ESTEVES,PR,18.43,-67.15
85,603,STANDARD,URB GARCIA,PR,18.43,-67.15
86,603,STANDARD,URB LAS AMERICAS,PR,18.43,-67.15
87,603,STANDARD,URB LAS CASITAS COUNTRY CLUB,PR,18.43,-67.15
88,603,STANDARD,URB MALEZA GDNS,PR,18.43,-67.15
89,603,STANDARD,URB MARBELLA,PR,18.43,-67.15
90,603,STANDARD,URB RAMEY,PR,18.43,-67.15
91,603,STANDARD,URB RUBIANES,PR,18.43,-67.15
92,603,STANDARD,URB SAN CARLOS,PR,18.43,-67.15
93,603,STANDARD,URB SANTA MARTA,PR,18.43,-67.15
94,603,STANDARD,URB VICTORIA,PR,18.43,-67.15
95,603,STANDARD,VILLA ALEGRIA,PR,18.43,-67.15
96,603,STANDARD,VILLA LINDA,PR,18.43,-67.15
97,603,STANDARD,VILLA LYDIA,PR,18.43,-67.15
98,603,STANDARD,VILLA UNIVERSITARIA,PR,18.43,-67.15
99,603,STANDARD,VILLAS DE ALMERIA,PR,18.43,-67.15
100,603,STANDARD,VISTA ALEGRE,PR,18.43,-67.15
101,603,STANDARD,VISTA VERDE,PR,18.43,-67.15
102,604,PO BOX,AGUADILLA,PR,18.43,-67.15
103,604,PO BOX,RAMEY,PR,18.43,-67.15
104,605,PO BOX,AGUADILLA,PR,18.43,-67.15
105,703,STANDARD,AGUAS BUENAS,PR,18.25,-66.1
106,703,STANDARD,EST DEL RIO,PR,18.25,-66.1
107,703,STANDARD,MANS DE AGUAS BUENAS,PR,18.25,-66.1
108,703,STANDARD,URB SAN ANTONIO,PR,18.25,-66.1
109,704,STANDARD,AGUIRRE,PR,17.96,-66.22
110,704,STANDARD,EST DE TRINITARIA,PR,17.96,-66.22
111,704,STANDARD,EXT EL COQUI,PR,17.96,-66.22
112,704,STANDARD,PARC CABASA,PR,17.96,-66.22
113,7093,STANDARD,MONITOR,NJ,40.78,-74
114,7093,STANDARD,TAURUS,NJ,40.78,-74
115,7675,STANDARD,WESTWOOD,NJ,40.98,-74.03
116,7675,STANDARD,OLD TAPPAN,NJ,40.98,-74.03
117,7675,STANDARD,RIVER VALE,NJ,40.98,-74.03
118,7675,STANDARD,RIVERVALE,NJ,40.98,-74.03
119,7677,STANDARD,WOODCLIFF LAKE,NJ,41.02,-74.05
120,7677,STANDARD,WESTWOOD,NJ,41.02,-74.05
121,7677,STANDARD,WOODCLIFF LK,NJ,41.02,-74.05
122,7885,STANDARD,WHARTON,NJ,40.89,-74.58
123,7981,STANDARD,WHIPPANY,NJ,40.82,-74.41
124,7999,STANDARD,WHIPPANY,NJ,40.82,-74.41
125,8888,PO BOX,WHITEHOUSE,NJ,40.62,-74.76
126,8889,STANDARD,WHITEHOUSE STATION,NJ,40.6,-74.76
127,8889,STANDARD,WHITE HSE STA,NJ,40.6,-74.76
128,8889,STANDARD,WHITE HOUSE STATION,NJ,40.6,-74.76
129,7095,STANDARD,WOODBRIDGE,NJ,40.55,-74.28
130,7481,STANDARD,WYCKOFF,NJ,40.99,-74.16
131,10451,STANDARD,BRONX,NY,40.84,-73.87
132,10452,STANDARD,BRONX,NY,40.84,-73.87
133,10452,STANDARD,HIGHBRIDGE,NY,40.84,-73.87
134,10452,STANDARD,STADIUM,NY,40.84,-73.87
135,10452,STANDARD,UNIVERSITY HEIGHTS,NY,40.84,-73.87
136,10453,STANDARD,BRONX,NY,40.84,-73.87
137,10454,STANDARD,BRONX,NY,40.84,-73.87
138,10454,STANDARD,MOTT HAVEN,NY,40.84,-73.87
139,10455,STANDARD,BRONX,NY,40.84,-73.87
140,10455,STANDARD,HUB,NY,40.84,-73.87
141,10456,STANDARD,BRONX,NY,40.84,-73.87
142,10456,STANDARD,MORRISANIA,NY,40.84,-73.87
143,10457,STANDARD,BRONX,NY,40.84,-73.87
144,10458,STANDARD,BRONX,NY,40.84,-73.87
145,10459,STANDARD,BRONX,NY,40.84,-73.87
146,10459,STANDARD,BOULEVARD,NY,40.84,-73.87
147,10459,STANDARD,LONGWOOD,NY,40.84,-73.87
148,10460,STANDARD,BRONX,NY,40.84,-73.87
149,10460,STANDARD,CROTONA PARK,NY,40.84,-73.87
150,10460,STANDARD,WEST FARMS,NY,40.84,-73.87
151,10461,STANDARD,BRONX,NY,40.84,-73.87
152,10461,STANDARD,MORRIS PARK,NY,40.84,-73.87
153,10461,STANDARD,PILGRIM,NY,40.84,-73.87
154,10461,STANDARD,WESTCHESTER,NY,40.84,-73.87
155,10462,STANDARD,BRONX,NY,40.84,-73.87
156,10463,STANDARD,BRONX,NY,40.84,-73.87
157,10463,STANDARD,RIVERDALE,NY,40.84,-73.87
158,10463,STANDARD,SPUYTEN DUYVIL,NY,40.84,-73.87
159,10464,STANDARD,BRONX,NY,40.84,-73.87
160,10465,STANDARD,BRONX,NY,40.84,-73.87
161,10465,STANDARD,THROGGS NECK,NY,40.84,-73.87
162,10466,STANDARD,BRONX,NY,40.84,-73.87
163,10466,STANDARD,WAKEFIELD,NY,40.84,-73.87
164,10467,STANDARD,BRONX,NY,40.84,-73.87
165,10467,STANDARD,ALLERTON,NY,40.84,-73.87
166,10467,STANDARD,MOSHOLU,NY,40.84,-73.87
167,10467,STANDARD,VAN COTT,NY,40.84,-73.87
168,10467,STANDARD,WILLIAMSBRIDGE,NY,40.84,-73.87
169,10468,STANDARD,BRONX,NY,40.84,-73.87
170,10468,STANDARD,JEROME,NY,40.84,-73.87
171,10469,STANDARD,BRONX,NY,40.84,-73.87
172,10469,STANDARD,BAYCHESTER,NY,40.84,-73.87
173,10469,STANDARD,ESPLANADE,NY,40.84,-73.87
174,10469,STANDARD,HILLSIDE,NY,40.84,-73.87
175,10470,STANDARD,BRONX,NY,40.84,-73.87
176,10471,STANDARD,BRONX,NY,40.84,-73.87
177,10471,STANDARD,RIVERDALE,NY,40.84,-73.87
178,10472,STANDARD,BRONX,NY,40.84,-73.87
179,10473,STANDARD,BRONX,NY,40.84,-73.87
180,10474,STANDARD,BRONX,NY,40.84,-73.87
181,10474,STANDARD,BOULEVARD,NY,40.84,-73.87
182,10475,STANDARD,BRONX,NY,40.84,-73.87
183,10499,UNIQUE,BRONX,NY,40.84,-73.87
184,10499,UNIQUE,PRIORITY MAIL CTR,NY,40.84,-73.87
185,10001,STANDARD,NEW YORK,NY,40.71,-73.99
186,10001,STANDARD,EMPIRE STATE,NY,40.71,-73.99
187,10001,STANDARD,G P O,NY,40.71,-73.99
188,10001,STANDARD,GREELEY SQUARE,NY,40.71,-73.99
189,10001,STANDARD,MACYS FINANCE,NY,40.71,-73.99
190,10001,STANDARD,MANHATTAN,NY,40.71,-73.99
191,10002,STANDARD,NEW YORK,NY,40.71,-73.99
192,10002,STANDARD,KNICKERBOCKER,NY,40.71,-73.99
193,10002,STANDARD,MANHATTAN,NY,40.71,-73.99
194,10002,STANDARD,NEW YORK CITY,NY,40.71,-73.99
195,10002,STANDARD,NY,NY,40.71,-73.99
196,10002,STANDARD,NY CITY,NY,40.71,-73.99
197,10002,STANDARD,NYC,NY,40.71,-73.99
198,10003,STANDARD,NEW YORK,NY,40.71,-73.99
199,10003,STANDARD,COOPER,NY,40.71,-73.99
200,10003,STANDARD,MANHATTAN,NY,40.71,-73.99
201,10004,STANDARD,NEW YORK,NY,40.71,-73.99
202,10004,STANDARD,BOWLING GREEN,NY,40.71,-73.99
203,10005,STANDARD,NEW YORK,NY,40.71,-73.99
204,10005,STANDARD,WALL STREET,NY,40.71,-73.99
205,10005,STANDARD,MANHATTAN,NY,40.71,-73.99
206,10005,STANDARD,NYC,NY,40.71,-73.99
207,10006,STANDARD,NEW YORK,NY,40.71,-73.99
208,10006,STANDARD,TRINITY,NY,40.71,-73.99
209,10006,STANDARD,MANHATTAN,NY,40.71,-73.99
210,10006,STANDARD,NYC,NY,40.71,-73.99
211,10007,STANDARD,NEW YORK,NY,40.71,-73.99
212,10007,STANDARD,CHURCH STREET,NY,40.71,-73.99
213,10007,STANDARD,MANHATTAN,NY,40.71,-73.99
214,10007,STANDARD,NYC,NY,40.71,-73.99
215,10008,PO BOX,NEW YORK,NY,40.71,-73.99
216,10008,PO BOX,MANHATTAN,NY,40.71,-73.99
217,10008,PO BOX,NYC,NY,40.71,-73.99
218,10009,STANDARD,NEW YORK,NY,40.71,-73.99
219,10009,STANDARD,MANHATTAN,NY,40.71,-73.99
220,10009,STANDARD,NYC,NY,40.71,-73.99
221,10009,STANDARD,PETER STUYVESANT,NY,40.71,-73.99
222,10010,STANDARD,NEW YORK,NY,40.71,-73.99
223,10010,STANDARD,MADISON SQUARE STA,NY,40.71,-73.99
224,10010,STANDARD,MANHATTAN,NY,40.71,-73.99
225,10010,STANDARD,NYC,NY,40.71,-73.99
226,10011,STANDARD,NEW YORK,NY,40.71,-73.99
227,10012,STANDARD,NEW YORK,NY,40.71,-73.99
228,10012,STANDARD,PRINCE,NY,40.71,-73.99
229,10012,STANDARD,MANHATTAN,NY,40.71,-73.99
230,10012,STANDARD,NY CITY,NY,40.71,-73.99
231,10012,STANDARD,NYC,NY,40.71,-73.99
232,10013,STANDARD,NEW YORK,NY,40.71,-73.99
233,10013,STANDARD,CANAL STREET,NY,40.71,-73.99
234,10013,STANDARD,CHINATOWN,NY,40.71,-73.99
235,10013,STANDARD,MANHATTAN,NY,40.71,-73.99
236,10013,STANDARD,NYC,NY,40.71,-73.99
237,10014,STANDARD,NEW YORK,NY,40.71,-73.99
238,10014,STANDARD,MANHATTAN,NY,40.71,-73.99
239,10014,STANDARD,NYC,NY,40.71,-73.99
240,10016,STANDARD,NEW YORK,NY,40.71,-73.99
241,10016,STANDARD,MANHATTAN,NY,40.71,-73.99
242,10016,STANDARD,NYC,NY,40.71,-73.99
243,10017,STANDARD,NEW YORK,NY,40.71,-73.99
244,10017,STANDARD,GRAND CENTRAL,NY,40.71,-73.99
245,10017,STANDARD,MANHATTAN,NY,40.71,-73.99
246,10017,STANDARD,NYC,NY,40.71,-73.99
247,10018,STANDARD,NEW YORK,NY,40.71,-73.99
248,10018,STANDARD,MANHATTAN,NY,40.71,-73.99
249,10018,STANDARD,NYC,NY,40.71,-73.99
250,10019,STANDARD,NEW YORK,NY,40.71,-73.99
251,10019,STANDARD,MANHATTAN,NY,40.71,-73.99
252,10019,STANDARD,NYC,NY,40.71,-73.99
253,10020,STANDARD,NEW YORK,NY,40.71,-73.99
254,10020,STANDARD,MANHATTAN,NY,40.71,-73.99
255,10020,STANDARD,NYC,NY,40.71,-73.99
256,10021,STANDARD,NEW YORK,NY,40.77,-73.95
257,10021,STANDARD,MANHATTAN,NY,40.77,-73.95
258,10021,STANDARD,NYC,NY,40.77,-73.95
259,10022,STANDARD,NEW YORK,NY,40.71,-73.99
260,10022,STANDARD,FRANKLIN D ROOSEVELT,NY,40.71,-73.99
261,10022,STANDARD,MANHATTAN,NY,40.71,-73.99
262,10022,STANDARD,NYC,NY,40.71,-73.99
263,10023,STANDARD,NEW YORK,NY,40.71,-73.99
264,10023,STANDARD,MANHATTAN,NY,40.71,-73.99
265,10023,STANDARD,NYC,NY,40.71,-73.99
266,10024,STANDARD,NEW YORK,NY,40.71,-73.99
267,10024,STANDARD,MANHATTAN,NY,40.71,-73.99
268,10024,STANDARD,NYC,NY,40.71,-73.99
269,10024,STANDARD,PLANETARIUM,NY,40.71,-73.99
270,10025,STANDARD,NEW YORK,NY,40.71,-73.99
271,10025,STANDARD,MANHATTAN,NY,40.71,-73.99
272,10025,STANDARD,NYC,NY,40.71,-73.99
273,10026,STANDARD,NEW YORK,NY,40.71,-73.99
274,10026,STANDARD,MORNINGSIDE,NY,40.71,-73.99
275,10026,STANDARD,NYC,NY,40.71,-73.99
276,10027,STANDARD,NEW YORK,NY,40.71,-73.99
277,10027,STANDARD,MANHATTAN,NY,40.71,-73.99
278,10027,STANDARD,MANHATTANVILLE,NY,40.71,-73.99
279,10027,STANDARD,NY CITY,NY,40.71,-73.99
280,10027,STANDARD,NYC,NY,40.71,-73.99
281,10028,STANDARD,NEW YORK,NY,40.71,-73.99
282,10028,STANDARD,MANHATTAN,NY,40.71,-73.99
283,10028,STANDARD,NYC,NY,40.71,-73.99
284,10029,STANDARD,NEW YORK,NY,40.71,-73.99
285,10029,STANDARD,MANHATTAN,NY,40.71,-73.99
286,10029,STANDARD,NYC,NY,40.71,-73.99
287,10030,STANDARD,NEW YORK,NY,40.71,-73.99
288,10030,STANDARD,COLLEGE,NY,40.71,-73.99
289,10030,STANDARD,MANHATTAN,NY,40.71,-73.99
290,10030,STANDARD,NYC,NY,40.71,-73.99
291,10031,STANDARD,NEW YORK,NY,40.71,-73.99
292,10031,STANDARD,HAMILTON GRANGE,NY,40.71,-73.99
293,10031,STANDARD,MANHATTAN,NY,40.71,-73.99
294,10031,STANDARD,NYC,NY,40.71,-73.99
295,10032,STANDARD,NEW YORK,NY,40.71,-73.99
296,10032,STANDARD,MANHATTAN,NY,40.71,-73.99
297,10032,STANDARD,NYC,NY,40.71,-73.99
298,10033,STANDARD,NEW YORK,NY,40.71,-73.99
299,10033,STANDARD,MANHATTAN,NY,40.71,-73.99
300,10033,STANDARD,NYC,NY,40.71,-73.99
301,10033,STANDARD,WASHINGTON BRIDGE,NY,40.71,-73.99
302,10034,STANDARD,NEW YORK,NY,40.71,-73.99
303,612,STANDARD,PARC RODRIGUEZ OLMO,PR,18.45,-66.73
304,612,STANDARD,PARQ DE JARDINES,PR,18.45,-66.73
305,612,STANDARD,PASEOS REALES,PR,18.45,-66.73
306,612,STANDARD,REPTO MARQUEZ,PR,18.45,-66.73
307,612,STANDARD,REPTO SAN JOSE,PR,18.45,-66.73
308,612,STANDARD,REPTO SAN JUAN,PR,18.45,-66.73
309,612,STANDARD,SECT ABRA,PR,18.45,-66.73
310,612,STANDARD,SECT EL CANO,PR,18.45,-66.73
311,612,STANDARD,SECT LAS ANIMAS,PR,18.45,-66.73
312,612,STANDARD,SECT MUELLE,PR,18.45,-66.73
313,612,STANDARD,URB ARECIBO GDNS,PR,18.45,-66.73
314,612,STANDARD,URB COLLEGE PARK IV,PR,18.45,-66.73
315,612,STANDARD,URB COSTAS DEL ATLANTICO,PR,18.45,-66.73
316,612,STANDARD,URB EL PARAISO,PR,18.45,-66.73
317,612,STANDARD,URB FACTOR,PR,18.45,-66.73
318,612,STANDARD,URB GARCIA,PR,18.45,-66.73
319,612,STANDARD,URB GARDEN VIEW,PR,18.45,-66.73
320,612,STANDARD,URB LA MUCURA,PR,18.45,-66.73
321,612,STANDARD,URB LAS BRISAS,PR,18.45,-66.73
322,612,STANDARD,URB LOS LLANOS,PR,18.45,-66.73
323,612,STANDARD,URB LOS PINOS,PR,18.45,-66.73
324,612,STANDARD,URB LOS PINOS II,PR,18.45,-66.73
325,612,STANDARD,URB MARISOL,PR,18.45,-66.73
326,612,STANDARD,URB MARTELL,PR,18.45,-66.73
327,612,STANDARD,URB OCEAN VW,PR,18.45,-66.73
328,612,STANDARD,URB RADIOVILLE,PR,18.45,-66.73
329,612,STANDARD,URB REGIONAL,PR,18.45,-66.73
330,612,STANDARD,URB SAN DANIEL,PR,18.45,-66.73
331,612,STANDARD,URB SAN FELIPE,PR,18.45,-66.73
332,612,STANDARD,URB SAN LORENZO,PR,18.45,-66.73
333,612,STANDARD,URB TANAMA,PR,18.45,-66.73
334,612,STANDARD,URB UNIVERSITY GDNS,PR,18.45,-66.73
335,612,STANDARD,URB VICTOR ROJAS 1,PR,18.45,-66.73
336,612,STANDARD,URB VICTOR ROJAS 2,PR,18.45,-66.73
337,612,STANDARD,URB VILLAMAR,PR,18.45,-66.73
338,612,STANDARD,URB ZENO GANDIA,PR,18.45,-66.73
339,612,STANDARD,VALLE ESCONDIDO,PR,18.45,-66.73
340,612,STANDARD,VILLA LOS SANTOS,PR,18.45,-66.73
341,612,STANDARD,VILLA LUCIA,PR,18.45,-66.73
342,612,STANDARD,VILLA SERENA,PR,18.45,-66.73
343,612,STANDARD,VILLA TOLEDO,PR,18.45,-66.73
344,612,STANDARD,VILLAS DEL CAPITAN,PR,18.45,-66.73
345,612,STANDARD,VILLAS DEL SOL,PR,18.45,-66.73
346,612,STANDARD,VISTA AZUL,PR,18.45,-66.73
347,612,STANDARD,VISTA DEL ATLANTICO,PR,18.45,-66.73
348,613,PO BOX,ARECIBO,PR,18.45,-66.73
349,614,PO BOX,ARECIBO,PR,18.45,-66.73
350,714,STANDARD,ARROYO,PR,17.97,-66.06
351,714,STANDARD,EXT JARD DE ARROYO,PR,17.97,-66.06
352,714,STANDARD,JARD DE ARROYO,PR,17.97,-66.06
353,714,STANDARD,JARD DE LAFAYETTE,PR,17.97,-66.06
354,714,STANDARD,PARQ DE GUASIMAS,PR,17.97,-66.06
355,714,STANDARD,QTAS DE GUASIMA,PR,17.97,-66.06
356,714,STANDARD,REPTO BELLO MAR,PR,17.97,-66.06
357,714,STANDARD,URB ARROYO DEL MAR,PR,17.97,-66.06
358,714,STANDARD,URB BELINDA,PR,17.97,-66.06
359,714,STANDARD,URB LAS 500,PR,17.97,-66.06
360,714,STANDARD,URB MIRAMAR 1,PR,17.97,-66.06
361,714,STANDARD,URB PALMAR 2,PR,17.97,-66.06
362,714,STANDARD,URB SAN ANTONIO,PR,17.97,-66.06
363,714,STANDARD,VILLAS DE LAFAYETTE,PR,17.97,-66.06
364,616,STANDARD,BAJADERO,PR,18.4,-66.66
365,616,STANDARD,BRISAS DEL VALLE,PR,18.4,-66.66
366,617,STANDARD,BARCELONETA,PR,18.45,-66.53
367,617,STANDARD,BDA CATALANA,PR,18.45,-66.53
368,617,STANDARD,BRISAS DE LLANADAS,PR,18.45,-66.53
369,617,STANDARD,BRISAS DEL MONTE,PR,18.45,-66.53
370,617,STANDARD,EST DE BARCELONETA,PR,18.45,-66.53
371,617,STANDARD,EST DE FLORIDA,PR,18.45,-66.53
372,617,STANDARD,EXT EST DE IMBERY,PR,18.45,-66.53
373,617,STANDARD,EXT PARC PUNTA PALMAS,PR,18.45,-66.53
374,617,STANDARD,PARC GARROCHALES,PR,18.45,-66.53
375,617,STANDARD,PARC IMBERY,PR,18.45,-66.53
376,617,STANDARD,PARC MAGUEYES,PR,18.45,-66.53
377,617,STANDARD,PARC PALENQUE,PR,18.45,-66.53
378,617,STANDARD,PARC PUNTA PALMAS,PR,18.45,-66.53
379,617,STANDARD,PARC TIBURON,PR,18.45,-66.53
380,617,STANDARD,REPTO LAS LLANADAS,PR,18.45,-66.53
381,617,STANDARD,URB CATALUNA,PR,18.45,-66.53
382,617,STANDARD,URB CIMARRONA CT,PR,18.45,-66.53
383,617,STANDARD,URB LAS DELICIAS,PR,18.45,-66.53
384,617,STANDARD,URB LAS PRADERAS,PR,18.45,-66.53
385,617,STANDARD,URB ORTEGA,PR,18.45,-66.53
386,617,STANDARD,URB PLAZUELA ESTATES,PR,18.45,-66.53
387,617,STANDARD,URB SOL NACIENTE,PR,18.45,-66.53
388,617,STANDARD,VILLA BARCELONA,PR,18.45,-66.53
389,617,STANDARD,VILLA CENTRAL,PR,18.45,-66.53
390,617,STANDARD,VILLA GEORGETTI,PR,18.45,-66.53
391,617,STANDARD,VILLAS DE LA SABANA,PR,18.45,-66.53
392,794,STANDARD,BARRANQUITAS,PR,18.18,-66.3
393,794,STANDARD,BDA ALEMANIA,PR,18.18,-66.3
394,794,STANDARD,URB SAN CRISTOBAL,PR,18.18,-66.3
395,794,STANDARD,VISTAS DE MONTECIELO,PR,18.18,-66.3
396,622,STANDARD,BOQUERON,PR,17.99,-67.15
397,622,STANDARD,VILLA TAINA,PR,17.99,-67.15
398,623,STANDARD,CABO ROJO,PR,18.08,-67.14
399,623,STANDARD,ALTS DE JOYUDA,PR,18.08,-67.14
400,623,STANDARD,ALTS DEL MAR,PR,18.08,-67.14
401,623,STANDARD,BO BALLAJA,PR,18.08,-67.14
402,623,STANDARD,BO MONTE GRANDE,PR,18.08,-67.14
403,623,STANDARD,EST DE MIRAMAR,PR,18.08,-67.14
404,623,STANDARD,EST REALES,PR,18.08,-67.14
405,623,STANDARD,EXT ELIZABETH,PR,18.08,-67.14
406,623,STANDARD,EXT LA CONCEPCION,PR,18.08,-67.14
407,623,STANDARD,EXT PARC ELIZABETH,PR,18.08,-67.14
408,623,STANDARD,EXT SIERRA LINDA,PR,18.08,-67.14
409,623,STANDARD,HACIENDAS DE BELVEDERE,PR,18.08,-67.14
410,623,STANDARD,HACIENDAS DE CABO ROJO,PR,18.08,-67.14
411,623,STANDARD,HACIENDAS DE MIRAMAR,PR,18.08,-67.14
412,623,STANDARD,JARD DEL PUERTO,PR,18.08,-67.14
413,623,STANDARD,MANS DE CABO ROJO,PR,18.08,-67.14
414,623,STANDARD,MANSIONES,PR,18.08,-67.14
415,623,STANDARD,PARC BETANCES,PR,18.08,-67.14
416,623,STANDARD,PARC ELIZABETH,PR,18.08,-67.14
417,623,STANDARD,PARC LAS MARGARITAS,PR,18.08,-67.14
418,623,STANDARD,PARC LAS 35,PR,18.08,-67.14
419,623,STANDARD,PARC PUERTO REAL,PR,18.08,-67.14
420,623,STANDARD,QTAS DE CABO ROJO,PR,18.08,-67.14
421,623,STANDARD,REPTO MIRADERO,PR,18.08,-67.14
422,623,STANDARD,REPTO OLIVERAS,PR,18.08,-67.14
423,623,STANDARD,URB ALTA VISTA,PR,18.08,-67.14
424,623,STANDARD,URB ANA MARIA,PR,18.08,-67.14
425,623,STANDARD,URB BORINQUEN,PR,18.08,-67.14
426,623,STANDARD,URB EL RETIRO,PR,18.08,-67.14
427,623,STANDARD,URB ELIZABETH,PR,18.08,-67.14
428,623,STANDARD,URB KOFRESI,PR,18.08,-67.14
429,623,STANDARD,URB LA CONCEPCION,PR,18.08,-67.14
430,623,STANDARD,URB MONTE GRANDE,PR,18.08,-67.14
431,623,STANDARD,URB MONTESOL,PR,18.08,-67.14
432,623,STANDARD,URB RAMIREZ,PR,18.08,-67.14
433,623,STANDARD,URB REMANSO DE CABO ROJO,PR,18.08,-67.14
434,623,STANDARD,URB SAN MIGUEL,PR,18.08,-67.14
435,623,STANDARD,URB SIERRA LINDA,PR,18.08,-67.14
436,623,STANDARD,VILLA AIDA,PR,18.08,-67.14
437,623,STANDARD,VILLA DEL CARMEN,PR,18.08,-67.14
